timestamp,pred_coef_tCha_year,annual_rate_tCO2e,incremental_credits_tCO2e,total_credits_tCO2e,soil_moist,temp,humidity,light,soil_temp,area_ha,moisture_temp,moisture2
2025-08-14 16:31:34.785050,0.5726830902457065,4.203493882403485,1.3255333277688037e-06,1.468598315452709e-05,16.0,26.3,81.8,85.0,26.88,2.0,420.8,256.0
2025-08-14 16:31:45.219027,0.5728317472842558,4.204585025066438,1.3912591334066684e-06,1.6077242287933757e-05,17.0,26.4,82.0,85.0,26.88,2.0,448.79999999999995,289.0
2025-08-14 16:31:54.878218,0.5728317472842558,4.204585025066438,1.2878274883980764e-06,1.7365069776331835e-05,17.0,26.4,83.0,85.0,26.94,2.0,448.79999999999995,289.0
2025-08-14 16:33:17.910314,0.5726830902457065,4.203493882403485,6.746250458921062e-08,1.7432532280921046e-05,17.0,26.3,79.8,85.0,27.0,2.0,447.1,289.0
2025-08-14 16:33:29.184663,0.5726830902457065,4.203493882403485,1.503005649898732e-06,1.8935537930819776e-05,15.0,26.3,78.9,85.0,27.0,2.0,394.5,225.0
2025-08-14 16:33:37.373955,0.5725512715573504,4.202526333230952,1.0912456101525755e-06,2.002678354097235e-05,17.0,26.2,80.3,85.0,27.0,2.0,445.4,289.0
2025-08-14 16:33:45.378402,0.5728317472842558,4.204585025066438,1.0670422435255695e-06,2.109382578449792e-05,17.0,26.4,79.7,85.0,27.0,2.0,448.79999999999995,289.0
2025-08-14 16:33:54.601574,0.5725512715573504,4.202526333230952,1.2292544107734101e-06,2.2323080195271332e-05,17.0,26.2,78.2,85.0,27.0,2.0,445.4,289.0
2025-08-14 16:34:03.329979,0.5725512715573504,4.202526333230952,1.1633809831988904e-06,2.3486461178470218e-05,17.0,26.2,79.8,85.0,27.0,2.0,445.4,289.0
2025-08-14 16:34:12.709109,0.5726830902457065,4.203493882403485,1.2497615383896658e-06,2.4736222716859883e-05,17.0,26.3,79.7,85.0,27.0,2.0,447.1,289.0
2025-08-14 16:34:27.569757,0.5726830902457065,4.203493882403485,1.980712282653879e-06,2.6716934999513763e-05,17.0,26.3,80.8,85.0,27.0,2.0,447.1,289.0
2025-08-14 16:34:35.608579,0.5726830902457065,4.203493882403485,1.0718685469708972e-06,2.778880354648466e-05,17.0,26.3,81.4,85.0,27.0,2.0,447.1,289.0
2025-08-14 16:34:45.453687,0.5726830902457065,4.203493882403485,1.3121150971069001e-06,2.910091864359156e-05,17.0,26.3,81.0,85.0,27.0,2.0,447.1,289.0
2025-08-14 16:34:53.625757,0.5726830902457065,4.203493882403485,1.0892062264408957e-06,3.0190124870032456e-05,17.0,26.3,81.4,85.0,27.0,2.0,447.1,289.0
2025-08-14 16:35:03.903115,0.5726830902457065,4.203493882403485,1.3700211044424071e-06,3.156014597447486e-05,17.0,26.3,81.0,85.0,27.0,2.0,447.1,289.0
2025-08-14 16:35:11.688763,0.5726830902457065,4.203493882403485,1.0376287860144017e-06,3.2597774760489264e-05,17.0,26.3,79.6,85.0,27.0,2.0,447.1,289.0
2025-08-14 16:35:22.490137,0.5726830902457065,4.203493882403485,1.439738508385011e-06,3.4037513268874274e-05,17.0,26.3,80.6,85.0,27.0,2.0,447.1,289.0
2025-08-14 16:35:32.195602,0.5726830902457065,4.203493882403485,1.2937911907458595e-06,3.533130445962013e-05,17.0,26.3,80.9,85.0,27.0,2.0,447.1,289.0
2025-08-14 16:35:43.113043,0.5726830902457065,4.203493882403485,1.455201836923555e-06,3.678650629654369e-05,17.0,26.3,80.3,85.0,27.0,2.0,447.1,289.0
2025-08-14 16:35:55.814335,0.5726830902457065,4.203493882403485,1.692945031573592e-06,3.8479451328117276e-05,17.0,26.3,79.6,85.0,26.94,2.0,447.1,289.0
2025-08-14 16:36:03.949658,0.5726830902457065,4.203493882403485,1.0842781576997674e-06,3.956372948581705e-05,17.0,26.3,80.1,85.0,27.0,2.0,447.1,289.0
2025-08-14 16:36:16.357583,0.5726830902457065,4.203493882403485,1.6540124621087953e-06,4.121774194792584e-05,17.0,26.3,78.9,85.0,26.94,2.0,447.1,289.0
2025-08-14 16:36:25.885055,0.5726830902457065,4.203493882403485,1.269932337547338e-06,4.248767428547318e-05,17.0,26.3,79.6,85.0,26.88,2.0,447.1,289.0
2025-08-14 16:36:41.231373,0.5725512715573504,4.202526333230952,2.0449762858243136e-06,4.45326505712975e-05,17.0,26.2,79.5,85.0,26.88,2.0,445.4,289.0
2025-08-14 16:36:51.343546,0.5725512715573504,4.202526333230952,1.3475093653617688e-06,4.588015993665927e-05,17.0,26.2,80.7,85.0,26.94,2.0,445.4,289.0
2025-08-14 16:37:00.542158,0.5725512715573504,4.202526333230952,1.2258931626219932e-06,4.710605309928126e-05,17.0,26.2,81.1,85.0,26.94,2.0,445.4,289.0
2025-08-14 16:37:10.571422,0.5726830902457065,4.203493882403485,1.3367190521193054e-06,4.8442772151400566e-05,17.0,26.3,81.4,85.0,26.94,2.0,447.1,289.0
2025-08-14 16:37:21.147973,0.5726830902457065,4.203493882403485,1.4099413670093282e-06,4.985271351840989e-05,17.0,26.3,81.2,85.0,26.94,2.0,447.1,289.0
2025-08-14 16:37:32.266692,0.5725512715573504,4.202526333230952,1.4816707808428675e-06,5.133438429925276e-05,17.0,26.2,81.3,85.0,26.94,2.0,445.4,289.0
2025-08-14 16:37:44.811559,0.5726830902457065,4.203493882403485,1.6721502929542397e-06,5.3006534592206996e-05,17.0,26.3,81.4,85.0,26.88,2.0,447.1,289.0
2025-08-14 16:37:52.958192,0.5725512715573504,4.202526333230952,1.0856290488459201e-06,5.409216364105292e-05,17.0,26.2,80.6,85.0,26.94,2.0,445.4,289.0
2025-08-14 16:38:03.293896,0.5725512715573504,4.202526333230952,1.3770870964386209e-06,5.546925073749154e-05,18.0,26.2,78.8,85.0,26.94,2.0,471.59999999999997,324.0
2025-08-14 16:38:17.937777,0.5726830902457065,4.203493882403485,1.9521616872823895e-06,5.742141242477393e-05,17.0,26.3,79.6,85.0,26.94,2.0,447.1,289.0
2025-08-14 16:38:30.378610,0.5726830902457065,4.203493882403485,1.65801108631536e-06,5.907942351108929e-05,17.0,26.3,79.9,85.0,26.94,2.0,447.1,289.0
2025-08-14 16:38:38.518596,0.5725512715573504,4.202526333230952,1.0849901944813364e-06,6.016441370557063e-05,17.0,26.2,80.6,85.0,26.94,2.0,445.4,289.0
2025-08-14 16:38:51.116020,0.5725512715573504,4.202526333230952,1.6786328863226475e-06,6.184304659189328e-05,17.0,26.2,80.8,85.0,26.88,2.0,445.4,289.0
2025-08-14 16:39:00.477226,0.5726830902457065,4.203493882403485,1.247875724353382e-06,6.309092231624666e-05,17.0,26.3,79.4,85.0,26.88,2.0,447.1,289.0
2025-08-14 16:39:09.958845,0.5726830902457065,4.203493882403485,1.2637136031776166e-06,6.435463591942427e-05,17.0,26.3,78.5,85.0,26.88,2.0,447.1,289.0
2025-08-14 16:39:22.051060,0.5725512715573504,4.202526333230952,1.6115088020498347e-06,6.59661447214741e-05,17.0,26.2,78.5,85.0,26.81,2.0,445.4,289.0
2025-08-14 16:39:36.297208,0.5725512715573504,4.202526333230952,1.8983833294360577e-06,6.786452805091015e-05,17.0,26.2,80.0,85.0,26.81,2.0,445.4,289.0
2025-08-14 16:39:44.671098,0.5726830902457065,4.203493882403485,1.1163483261295035e-06,6.898087637703966e-05,17.0,26.3,80.6,85.0,26.88,2.0,447.1,289.0
2025-08-14 16:39:52.769275,0.5725512715573504,4.202526333230952,1.0791293653293991e-06,7.006000574236905e-05,17.0,26.2,80.0,85.0,26.88,2.0,445.4,289.0
2025-08-14 16:40:01.534768,0.5726830902457065,4.203493882403485,1.1656526062100275e-06,7.122565834857909e-05,17.0,26.3,80.3,85.0,26.88,2.0,447.1,289.0
2025-08-14 16:40:08.015707,0.5725512715573504,4.202526333230952,8.637075136783179e-07,7.208936586225741e-05,17.0,26.2,80.3,85.0,26.88,2.0,445.4,289.0
2025-08-14 16:40:14.505892,0.5726080910176299,4.202943388069404,8.652998949921873e-07,7.29546657572496e-05,17.0,26.1,80.3,85.0,26.88,2.0,443.70000000000005,289.0
2025-08-14 16:40:24.364130,0.5725512715573504,4.202526333230952,1.3132059243398051e-06,7.42678716815894e-05,17.0,26.2,80.8,85.0,26.81,2.0,445.4,289.0
2025-08-14 16:40:33.761844,0.5726830902457065,4.203493882403485,1.2520526931443785e-06,7.551992437473379e-05,20.0,26.3,80.1,85.0,26.88,2.0,526.0,400.0
2025-08-14 16:40:42.669614,0.5725512715573504,4.202526333230952,1.1877788500389119e-06,7.67077032247727e-05,17.0,26.2,79.4,85.0,26.88,2.0,445.4,289.0
2025-08-14 16:40:52.326146,0.5726830902457065,4.203493882403485,1.286454003903813e-06,7.79941572286765e-05,17.0,26.3,79.3,85.0,26.88,2.0,447.1,289.0
2025-08-14 16:41:02.528730,0.5726830902457065,4.203493882403485,1.360581770783409e-06,7.93547389994599e-05,17.0,26.3,80.2,85.0,26.81,2.0,447.1,289.0
2025-08-14 16:41:13.225121,0.5725512715573504,4.202526333230952,1.42538789788878e-06,8.078012689734869e-05,17.0,26.2,79.8,85.0,26.81,2.0,445.4,289.0
2025-08-14 16:41:21.096413,0.5726830902457065,4.203493882403485,1.049315554679463e-06,8.182944245202816e-05,17.0,26.3,80.2,85.0,26.81,2.0,447.1,289.0
2025-08-14 16:41:30.474954,0.5725512715573504,4.202526333230952,1.2488827247217312e-06,8.307832517674989e-05,17.0,26.2,80.4,85.0,26.81,2.0,445.4,289.0
2025-08-14 16:41:37.905286,0.5725512715573504,4.202526333230952,9.90941077292164e-07,8.406926625404205e-05,17.0,26.2,79.6,85.0,26.81,2.0,445.4,289.0
2025-08-14 16:41:49.085608,0.5725512715573504,4.202526333230952,1.489639536223212e-06,8.555890579026526e-05,17.0,26.2,79.6,85.0,26.81,2.0,445.4,289.0
2025-08-14 16:41:59.139801,0.5725512715573504,4.202526333230952,1.3393248600406106e-06,8.689823065030587e-05,17.0,26.2,80.4,85.0,26.88,2.0,445.4,289.0
2025-08-14 16:42:10.477865,0.5726830902457065,4.203493882403485,1.5121966607170744e-06,8.841042731102294e-05,17.0,26.3,80.4,85.0,26.81,2.0,447.1,289.0
2025-08-14 16:42:16.954163,0.5725512715573504,4.202526333230952,8.628855583756997e-07,8.927331286939864e-05,17.0,26.2,80.3,85.0,26.81,2.0,445.4,289.0
2025-08-14 16:42:28.069934,0.5726830902457065,4.203493882403485,1.4807260393282773e-06,9.075403890872691e-05,16.0,26.3,80.3,85.0,26.81,2.0,420.8,256.0
2025-08-14 16:42:34.863183,0.5726830902457065,4.203493882403485,9.063582413138425e-07,9.166039715004076e-05,17.0,26.3,79.7,85.0,26.81,2.0,447.1,289.0
2025-08-14 16:42:48.818249,0.5725512715573504,4.202526333230952,1.8600649939009163e-06,9.352046214394167e-05,17.0,26.2,79.8,85.0,26.88,2.0,445.4,289.0
2025-08-14 16:42:58.258081,0.5726830902457065,4.203493882403485,1.2577939758687817e-06,9.477825611981047e-05,17.0,26.3,80.3,85.0,26.81,2.0,447.1,289.0
2025-08-14 16:43:08.794687,0.5725512715573504,4.202526333230952,1.404147522770587e-06,9.618240364258106e-05,17.0,26.2,79.8,85.0,26.81,2.0,445.4,289.0
2025-08-14 16:43:21.393084,0.5725512715573504,4.202526333230952,1.6788495690921121e-06,9.786125321167318e-05,17.0,26.2,81.3,85.0,26.75,2.0,445.4,289.0
2025-08-14 16:43:32.958015,0.5725512715573504,4.202526333230952,1.5410078780610124e-06,9.940226108973419e-05,17.0,26.2,80.9,85.0,26.75,2.0,445.4,289.0
2025-08-14 16:43:43.581999,0.5725512715573504,4.202526333230952,1.4160574792006938e-06,0.0001008183185689349,17.0,26.2,80.9,85.0,26.81,2.0,445.4,289.0
2025-08-14 16:43:56.822709,0.5725512715573504,4.202526333230952,1.7645238839153569e-06,0.00010258284245281535,17.0,26.2,80.9,85.0,26.75,2.0,445.4,289.0
2025-08-14 16:44:07.398470,0.5725512715573504,4.202526333230952,1.4093157932799001e-06,0.0001039921582460799,17.0,26.2,80.4,85.0,26.75,2.0,445.4,289.0
2025-08-14 16:44:17.745191,0.5725512715573504,4.202526333230952,1.3789001155521295e-06,0.00010537105836155214,17.0,26.2,78.5,85.0,26.75,2.0,445.4,289.0
2025-08-14 16:44:24.278830,0.5725512715573504,4.202526333230952,8.706826732842913e-07,0.00010624174103478429,17.0,26.2,78.7,85.0,26.75,2.0,445.4,289.0
2025-08-14 16:44:31.777059,0.5726080910176299,4.202943388069404,9.985559636718503e-07,0.00010724029699837184,18.0,26.1,79.3,85.0,26.75,2.0,469.8,324.0
2025-08-14 16:44:43.199104,0.5725512715573504,4.202526333230952,1.5227257691170765e-06,0.00010876302276741708,18.0,26.2,80.5,85.0,26.69,2.0,471.59999999999997,324.0
2025-08-14 16:44:54.437101,0.5725512715573504,4.202526333230952,1.500656908895709e-06,0.00011026367967629571,18.0,26.2,80.4,85.0,26.75,2.0,471.59999999999997,324.0
2025-08-14 16:45:02.033974,0.5725512715573504,4.202526333230952,1.0092439749888897e-06,0.00011127292365118889,17.0,26.2,81.2,85.0,26.75,2.0,445.4,289.0
2025-08-14 16:45:12.410762,0.5725512715573504,4.202526333230952,1.3829452603658418e-06,0.00011265586891146583,17.0,26.2,80.8,85.0,26.75,2.0,445.4,289.0
2025-08-14 16:45:20.921278,0.5725512715573504,4.202526333230952,1.1342102319362723e-06,0.00011379007914333627,17.0,26.2,80.5,85.0,26.69,2.0,445.4,289.0
2025-08-14 16:45:30.513442,0.5725512715573504,4.202526333230952,1.2775815979482643e-06,0.00011506766074124827,17.0,26.2,80.9,85.0,26.69,2.0,445.4,289.0
2025-08-14 16:45:38.036360,0.5725512715573504,4.202526333230952,1.003538794960405e-06,0.0001160711995361604,17.0,26.2,79.6,85.0,26.75,2.0,445.4,289.0
2025-08-14 16:45:46.149987,0.5726080910176299,4.202943388069404,1.0809331742899527e-06,0.00011715213271038995,18.0,26.1,78.3,85.0,26.69,2.0,469.8,324.0
2025-08-14 16:45:54.878408,0.5725512715573504,4.202526333230952,1.1631164596457614e-06,0.00011831524916994577,17.0,26.2,79.5,85.0,26.69,2.0,445.4,289.0
2025-08-14 16:46:04.906262,0.5725512715573504,4.202526333230952,1.3365704835571774e-06,0.00011965181965345718,17.0,26.2,78.9,85.0,26.69,2.0,445.4,289.0
2025-08-14 16:46:15.359898,0.5726080910176299,4.202943388069404,1.3927138480193065e-06,0.0001210445335014193,17.0,26.1,77.1,85.0,26.69,2.0,443.70000000000005,289.0
2025-08-14 16:46:28.793007,0.5725512715573504,4.202526333230952,1.789603781760372e-06,0.00012283413728316037,18.0,26.2,78.5,85.0,26.69,2.0,471.59999999999997,324.0
2025-08-14 16:46:40.863817,0.5725512715573504,4.202526333230952,1.6094118032427657e-06,0.00012444354908634276,18.0,26.2,80.4,85.0,26.69,2.0,471.59999999999997,324.0
2025-08-14 16:46:48.367012,0.5726080910176299,4.202943388069404,9.995956377386414e-07,0.00012544314472403862,17.0,26.1,79.5,85.0,26.69,2.0,443.70000000000005,289.0
2025-08-14 16:47:00.004618,0.5726080910176299,4.202943388069404,1.5515176978661812e-06,0.00012699466242186618,18.0,26.0,78.2,85.0,26.69,2.0,468.0,324.0
2025-08-14 16:47:14.362143,0.5726080910176299,4.202943388069404,1.913008279363566e-06,0.00012890767070116354,18.0,26.1,78.8,85.0,26.69,2.0,469.8,324.0
2025-08-14 16:47:25.058822,0.5726080910176299,4.202943388069404,1.425963293713083e-06,0.00013033363399481308,18.0,26.1,79.7,85.0,26.62,2.0,469.8,324.0
2025-08-14 16:47:44.474713,0.5726080910176299,4.202943388069404,2.586416407461295e-06,0.0001329200504022613,22.0,26.1,80.0,85.0,26.69,2.0,574.2,484.0
2025-08-14 16:47:54.058362,0.5726080910176299,4.202943388069404,1.2813932895279667e-06,0.00013420144369172797,17.0,26.0,80.4,85.0,26.69,2.0,442.0,289.0
2025-08-14 16:48:02.731575,0.5726080910176299,4.202943388069404,1.1557854423161861e-06,0.0001353572291340162,18.0,26.1,79.1,85.0,26.62,2.0,469.8,324.0
2025-08-14 16:48:09.263824,0.5726080910176299,4.202943388069404,8.676667161371874e-07,0.00013622489585013718,18.0,26.1,79.4,85.0,26.69,2.0,469.8,324.0
2025-08-14 16:48:16.875972,0.5726080910176299,4.202943388069404,1.0147112272314329e-06,0.00013723960707733143,18.0,26.1,79.3,85.0,26.62,2.0,469.8,324.0
2025-08-14 16:48:26.773778,0.5726080910176299,4.202943388069404,1.31934905624733e-06,0.0001385589561335473,18.0,26.1,79.1,85.0,26.62,2.0,469.8,324.0
2025-08-14 16:48:38.926292,0.5726080910176299,4.202943388069404,1.6221050498801872e-06,0.00014018106118338019,17.0,26.1,78.6,85.0,26.69,2.0,443.70000000000005,289.0
2025-08-14 16:48:48.325439,0.5726080910176299,4.202943388069404,1.2489313626216109e-06,0.0001414299925459216,17.0,26.1,78.3,85.0,26.69,2.0,443.70000000000005,289.0
2025-08-14 16:49:00.946345,0.5726080910176299,4.202943388069404,1.6828212956987101e-06,0.00014311281384159872,18.0,26.1,78.4,85.0,26.62,2.0,469.8,324.0
2025-08-14 16:49:08.802077,0.5726080910176299,4.202943388069404,1.0469693774875999e-06,0.00014415978321898762,18.0,26.0,78.2,85.0,26.69,2.0,468.0,324.0
2025-08-14 16:49:21.529811,0.5726080910176299,4.202943388069404,1.6963939667616534e-06,0.00014585617718566163,17.0,26.1,78.3,85.0,26.62,2.0,443.70000000000005,289.0
2025-08-14 16:49:32.298763,0.5726080910176299,4.202943388069404,1.4342592290592641e-06,0.00014729043641465925,18.0,26.1,78.9,85.0,26.62,2.0,469.8,324.0
2025-08-14 16:49:42.005941,0.5726080910176299,4.202943388069404,1.2951685377709542e-06,0.00014858560495237095,18.0,26.1,78.5,85.0,26.62,2.0,469.8,324.0
2025-08-14 16:49:50.738584,0.5726080910176299,4.202943388069404,1.1632548094580032e-06,0.000149748859761758,18.0,26.1,78.5,85.0,26.62,2.0,469.8,324.0
2025-08-14 16:50:02.913506,0.5726080910176299,4.202943388069404,1.6227458334865366e-06,0.00015137160559518652,18.0,26.1,78.5,85.0,26.62,2.0,469.8,324.0
2025-08-14 16:50:12.573235,0.5726080910176299,4.202943388069404,1.2878224495051503e-06,0.00015265942804460516,18.0,26.1,78.8,85.0,26.62,2.0,469.8,324.0
2025-08-14 16:50:21.977888,0.5725512715573504,4.202526333230952,1.2525861877267672e-06,0.00015391201423232677,17.0,26.2,79.1,85.0,26.62,2.0,445.4,289.0
2025-08-14 16:50:31.032022,0.5726080910176299,4.202943388069404,1.2023150216319877e-06,0.00015511432925393199,18.0,26.1,78.2,85.0,26.56,2.0,469.8,324.0
2025-08-14 16:50:48.515628,0.5726080910176299,4.202943388069404,2.3344900936140534e-06,0.00015744881934751404,18.0,26.1,78.3,85.0,26.62,2.0,469.8,324.0
2025-08-14 16:50:55.010871,0.5726080910176299,4.202943388069404,8.687150530439149e-07,0.0001583175344005439,17.0,26.1,79.1,85.0,26.62,2.0,443.70000000000005,289.0
2025-08-14 16:51:02.820078,0.5725512715573504,4.202526333230952,1.037541998418037e-06,0.00015935507639891803,18.0,26.2,78.9,85.0,26.62,2.0,471.59999999999997,324.0
2025-08-14 16:51:09.600280,0.5726080910176299,4.202943388069404,9.033716104922335e-07,0.00016025844800939223,17.0,26.1,78.9,85.0,26.62,2.0,443.70000000000005,289.0
2025-08-14 16:51:19.636273,0.5726080910176299,4.202943388069404,1.3379444419052179e-06,0.0001615963924512052,17.0,26.1,79.4,85.0,26.62,2.0,443.70000000000005,289.0
2025-08-14 16:51:27.793102,0.5726080910176299,4.202943388069404,1.0862147078872956e-06,0.0001626826071590873,17.0,26.1,78.8,85.0,26.56,2.0,443.70000000000005,289.0
2025-08-14 16:51:38.748451,0.5726080910176299,4.202943388069404,1.4610295368531486e-06,0.00016414363669585316,18.0,26.1,78.7,85.0,26.56,2.0,469.8,324.0
2025-08-14 16:51:47.556935,0.5725512715573504,4.202526333230952,1.1737200561809972e-06,0.00016531735675198101,18.0,26.2,78.8,85.0,26.56,2.0,471.59999999999997,324.0
2025-08-14 16:51:55.831626,0.5725512715573504,4.202526333230952,1.10238491685586e-06,0.00016641974166875585,18.0,26.2,79.3,85.0,26.56,2.0,471.59999999999997,324.0
2025-08-14 16:52:06.007546,0.5726080910176299,4.202943388069404,1.3565324974677755e-06,0.00016777627416616778,18.0,26.1,79.1,85.0,26.56,2.0,469.8,324.0
2025-08-14 16:52:16.118629,0.5725512715573504,4.202526333230952,1.34735198384225e-06,0.00016912362614994225,18.0,26.2,79.0,85.0,26.62,2.0,471.59999999999997,324.0
2025-08-14 16:52:26.677479,0.5726080910176299,4.202943388069404,1.4073575126472718e-06,0.00017053098366254726,18.0,26.1,79.3,85.0,26.69,2.0,469.8,324.0
2025-08-14 16:52:35.641083,0.5726080910176299,4.202943388069404,1.197656146314359e-06,0.00017172863980881433,17.0,26.1,79.5,85.0,26.62,2.0,443.70000000000005,289.0
2025-08-14 16:52:44.807462,0.5725512715573504,4.202526333230952,1.2189947614878595e-06,0.00017294763457028785,18.0,26.2,79.6,85.0,26.56,2.0,471.59999999999997,324.0
2025-08-14 16:52:53.915550,0.5726080910176299,4.202943388069404,1.214337710718674e-06,0.00017416197228091866,17.0,26.1,78.9,85.0,26.62,2.0,443.70000000000005,289.0
2025-08-14 16:53:06.521199,0.5726080910176299,4.202943388069404,1.6792218190680348e-06,0.00017584119409996804,18.0,26.1,79.0,85.0,26.62,2.0,469.8,324.0
2025-08-14 16:54:01.986135,0.5726080910176299,4.202943388069404,3.5660740526264144e-07,0.00017619780150516265,17.0,26.1,81.1,85.0,26.5,2.0,443.70000000000005,289.0
2025-08-19 20:33:57.147946,0.5682507256685168,4.170960326406913,2.73241415013195e-07,0.0001764710429201132,100.0,28.4,92.9,85.0,28.19,2.0,2840.0,10000.0
2025-08-19 20:34:04.616790,0.569879485655352,4.182915424710283,9.889004431477272e-07,0.00017745994336324772,100.0,28.2,92.9,85.0,28.19,2.0,2820.0,10000.0
2025-08-19 20:34:13.307856,0.5706139713108902,4.188306549421934,1.155521982192642e-06,0.00017861546534539264,100.0,28.0,92.8,85.0,28.06,2.0,2800.0,10000.0
2025-08-19 20:34:20.156914,0.5706139713108902,4.188306549421934,9.097717407399498e-07,0.00017952523708603994,100.0,28.0,92.8,85.0,28.06,2.0,2800.0,10000.0
2025-08-19 20:34:27.353963,0.5706139713108902,4.188306549421934,9.548397307446233e-07,0.00018048007681674462,100.0,27.9,92.6,85.0,28.0,2.0,2790.0,10000.0
2025-08-19 20:34:34.731984,0.5707653540609847,4.1894176988076275,9.82319480425386e-07,0.0001814623962971254,100.0,27.8,92.6,85.0,28.0,2.0,2780.0,10000.0
2025-08-19 20:34:41.549514,0.5707653540609847,4.1894176988076275,9.026307405469374e-07,0.00018236502703764695,100.0,27.7,92.3,85.0,27.94,2.0,2770.0,10000.0
2025-08-19 20:34:48.513401,0.5707653540609847,4.1894176988076275,9.264281634570593e-07,0.00018329145520105705,100.0,27.7,92.3,85.0,27.94,2.0,2770.0,10000.0
2025-08-19 20:34:55.148487,0.5712222535457768,4.192771341026002,8.821182207356406e-07,0.00018417357342173565,100.0,27.5,91.7,85.0,27.88,2.0,2750.0,10000.0
2025-08-19 20:35:01.969362,0.5712222535457768,4.192771341026002,9.075685395444908e-07,0.0001850811419612445,100.0,27.5,91.5,85.0,27.88,2.0,2750.0,10000.0
2025-08-19 20:35:08.802595,0.5712222535457768,4.192771341026002,9.082154835242421e-07,0.00018598935744472425,100.0,27.5,90.9,85.0,27.88,2.0,2750.0,10000.0
2025-08-19 20:35:15.749025,0.5712222535457768,4.192771341026002,9.220499271652176e-07,0.00018691140737186522,100.0,27.5,90.6,85.0,27.88,2.0,2750.0,10000.0
2025-08-19 20:35:22.717389,0.5712222535457768,4.192771341026002,9.280566943261624e-07,0.00018783946406612616,100.0,27.5,90.2,85.0,27.81,2.0,2750.0,10000.0
2025-08-19 20:35:29.560558,0.5712222535457768,4.192771341026002,9.091787200908875e-07,0.0001887486427861909,100.0,27.5,89.8,85.0,27.81,2.0,2750.0,10000.0
2025-08-19 20:35:36.476300,0.5712222535457768,4.192771341026002,9.200527236173709e-07,0.00018966869550971738,100.0,27.5,89.6,85.0,27.75,2.0,2750.0,10000.0
2025-08-19 20:35:43.306690,0.5713106435985988,4.1934201240137154,9.078855627574366e-07,0.00019057658107245743,100.0,27.4,89.7,85.0,27.75,2.0,2740.0,10000.0
2025-08-19 20:35:50.740863,0.5713106435985988,4.1934201240137154,9.88826842039147e-07,0.00019156540791443914,100.0,27.4,89.6,85.0,27.75,2.0,2740.0,10000.0
2025-08-19 20:35:59.181283,0.5713106435985988,4.1934201240137154,1.1216979968425216e-06,0.0001926871059112425,100.0,27.4,89.4,85.0,27.69,2.0,2740.0,10000.0
2025-08-19 20:36:05.995518,0.5713106435985988,4.1934201240137154,9.068915934706849e-07,0.0001935939975046707,100.0,27.4,89.2,85.0,27.69,2.0,2740.0,10000.0
2025-08-19 20:36:12.956191,0.5713106435985988,4.1934201240137154,9.25393783232089e-07,0.0001945193912878321,100.0,27.4,89.2,85.0,27.62,2.0,2740.0,10000.0
2025-08-19 20:36:19.811038,0.5713106435985988,4.1934201240137154,9.110545628968169e-07,0.00019543044585069682,100.0,27.4,89.2,85.0,27.69,2.0,2740.0,10000.0
2025-08-19 20:36:28.201059,0.5713106435985988,4.1934201240137154,1.1162978514640234e-06,0.00019654674370206401,100.0,27.4,89.1,85.0,27.69,2.0,2740.0,10000.0
2025-08-19 20:36:38.557877,0.5713106435985988,4.1934201240137154,1.375971828981113e-06,0.0001979227155309811,100.0,27.4,88.9,85.0,27.62,2.0,2740.0,10000.0
